Episode,Total_Reward,Mean_Reward,Episode_Length
1257,-202.28689881927602,-33.714483136546,500
1258,-198.32485133209605,-33.05414188868267,500
1259,-243.37879200199052,-40.563132000331755,500
1260,-181.355342584776,-30.225890430796,500
1261,-225.35312303604067,-37.55885383934011,500
1262,-190.629634052791,-31.771605675465167,500
1263,-182.28897979505695,-30.381496632509492,500
1264,-186.93575302710605,-31.155958837851006,500
1265,-210.02733309295814,-35.004555515493024,500
1266,-191.03676335914383,-31.839460559857304,500
1267,-191.61691405506832,-31.936152342511388,500
1268,-196.96241356554765,-32.82706892759128,500
1269,-219.58209586739054,-36.59701597789842,500
1270,-209.99663925223425,-34.999439875372374,500
1271,-207.77654217648285,-34.62942369608047,500
1272,-189.53794529149837,-31.589657548583062,500
1273,-88.03539675432073,-14.672566125720122,500
1274,-184.83220732365567,-30.805367887275946,500
1275,-191.62323487638187,-31.937205812730312,500
1276,-216.1408820127874,-36.02348033546456,500
1277,-220.89780599361757,-36.81630099893626,500
1278,-218.1312070903434,-36.3552011817239,500
1279,-200.55066442339933,-33.42511073723322,500
1280,-227.86708269621843,-37.97784711603641,500
1281,-246.90153642248984,-41.150256070414976,500
1282,-214.94865769495644,-35.82477628249274,500
1283,-210.70406940032683,-35.11734490005447,500
1284,-214.23628523573728,-35.70604753928955,500
1285,-193.88063005287148,-32.31343834214525,500
1286,-190.1501628769193,-31.69169381281988,500
1287,-180.55204678355582,-30.092007797259303,500
1288,-191.69815728329144,-31.94969288054857,500
1289,-122.72774226207855,-20.454623710346425,500
1290,-228.54836564337762,-38.09139427389627,500
1291,-209.8563461752611,-34.976057695876854,500
1292,-205.98051207888253,-34.33008534648042,500
1293,-189.63265613058914,-31.605442688431523,500
1294,-206.77031825092337,-34.46171970848723,500
1295,-188.3552061264988,-31.39253435441647,500
1296,-208.0783715028186,-34.679728583803104,500
1297,-202.48449435359467,-33.74741572559911,500
1298,-190.14787150136084,-31.691311916893472,500
1299,-199.2779179051925,-33.212986317532085,500
1300,-226.8895010184462,-37.8149168364077,500
1301,-199.53759053953755,-33.25626508992293,500
1302,-197.73460138591685,-32.95576689765281,500
1303,-168.71256758387813,-28.11876126397969,500
1304,-180.4555205466493,-30.075920091108216,500
1305,-237.13626027976673,-39.522710046627786,500
1306,-209.82840465356713,-34.971400775594525,500
1307,-239.56048425080115,-39.92674737513352,500
1308,-167.58918699304706,-27.931531165507845,500
1309,-249.9300661113171,-41.65501101855285,500
1310,-178.38222573308207,-29.730370955513678,500
1311,-194.9865616189492,-32.497760269824866,500
1312,-191.13334489573947,-31.855557482623244,500
1313,-234.68847357979362,-39.11474559663227,500
1314,-188.1727508166183,-31.36212513610305,500
1315,-226.9341494329782,-37.8223582388297,500
1316,-192.34672600688262,-32.05778766781377,500
1317,-181.6520271987795,-30.27533786646325,500
1318,-206.78399993117523,-34.4639999885292,500
1319,-174.00629400804738,-29.00104900134123,500
1320,-226.87266623615025,-37.81211103935838,500
1321,-226.69698916287848,-37.78283152714641,500
1322,-187.61497037880818,-31.269161729801365,500
1323,-189.3774319661808,-31.5629053276968,500
1324,-237.25276706090483,-39.54212784348414,500
1325,-189.79986048680223,-31.633310081133704,500
1326,-186.13090868609308,-31.021818114348847,500
1327,-220.87205958865613,-36.81200993144269,500
1328,-196.99302516219504,-32.83217086036584,500
1329,-199.73658698471652,-33.28943116411942,500
1330,-221.65093347294282,-36.94182224549047,500
1331,-194.41590617141185,-32.40265102856864,500
1332,-218.88161087389122,-36.48026847898187,500
1333,-237.35551552882,-39.559252588136665,500
1334,-231.24512521086172,-38.54085420181028,500
1335,-216.8011006292571,-36.13351677154285,500
1336,-172.71528399305808,-28.78588066550968,500
1337,-205.98675291715605,-34.331125486192676,500
1338,-182.08462317212292,-30.34743719535382,500
1339,-213.61237220933884,-35.602062034889805,500
1340,-208.5538465642434,-34.7589744273739,500
1341,-202.62198010175484,-33.77033001695914,500
1342,-170.15633847464608,-28.359389745774347,500
1343,-204.9672988890525,-34.16121648150875,500
1344,-181.09415942382648,-30.18235990397108,500
1345,-202.6960860574169,-33.78268100956948,500
1346,-192.47995243578941,-32.07999207263157,500
1347,-198.6688892130236,-33.111481535503934,500
1348,-204.84119207398672,-34.140198678997784,500
1349,-190.94864184726802,-31.824773641211337,500
1350,-205.1517198063587,-34.19195330105978,500
1351,-193.21109008682464,-32.20184834780411,500
1352,-240.42986751721037,-40.07164458620173,500
1353,-191.4053933498759,-31.900898891645983,500
1354,-187.97728934028572,-31.329548223380954,500
1355,-175.65121361648661,-29.275202269414436,500
1356,-195.38288110011032,-32.56381351668505,500
1357,-184.93725643175694,-30.822876071959488,500
1358,-193.018055615182,-32.169675935863665,500
1359,-221.9975256527511,-36.99958760879185,500
1360,-123.52965301445008,-20.588275502408347,500
1361,-181.301464404469,-30.216910734078166,500
1362,-222.69274204229083,-37.11545700704847,500
1363,-197.45620910156998,-32.909368183595,500
1364,-194.38414150549215,-32.39735691758202,500
1365,-206.37034079382727,-34.39505679897121,500
1366,-220.4451094656564,-36.7408515776094,500
1367,-190.07758758465303,-31.679597930775504,500
1368,-195.05827405800548,-32.50971234300091,500
1369,-205.44410777306607,-34.24068462884434,500
1370,-216.7826027287858,-36.130433788130965,500
1371,-214.71719926413832,-35.78619987735639,500
1372,-216.57740750139732,-36.09623458356622,500
1373,-206.30901219323914,-34.38483536553986,500
1374,-218.56021469346325,-36.42670244891054,500
1375,-187.63518314224748,-31.272530523707914,500
1376,-203.5173214865751,-33.91955358109585,500
1377,-210.48123716944144,-35.08020619490691,500
1378,-215.00775312484717,-35.83462552080786,500
1379,-86.02469808154748,-14.337449680257913,500
1380,-223.75030262938662,-37.29171710489777,500
1381,-207.90129958649,-34.65021659774833,500
1382,-187.88720795876327,-31.31453465979388,500
1383,-214.3566193216921,-35.72610322028202,500
1384,-176.85783303595144,-29.476305505991906,500
1385,-191.149099803612,-31.858183300601997,500
1386,-217.85006534279484,-36.30834422379914,500
1387,-191.86143946234017,-31.976906577056695,500
1388,-213.07922291638903,-35.51320381939817,500
1389,-189.90640298980384,-31.651067164967305,500
1390,-208.98487055779415,-34.83081175963236,500
1391,-226.74225969213825,-37.79037661535637,500
1392,-199.10359018149612,-33.18393169691602,500
1393,-176.86525274430488,-29.477542124050814,500
1394,-206.54494352717876,-34.424157254529796,500
1395,-172.18896538635832,-28.698160897726385,500
1396,-191.8286313108496,-31.971438551808266,500
1397,-222.149973079771,-37.02499551329517,500
1398,-218.84632159326827,-36.47438693221138,500
1399,-207.90016343025684,-34.65002723837614,500
1400,-207.58316754386215,-34.59719459064369,500
1401,-192.8358445650413,-32.139307427506886,500
1402,-224.36931957613405,-37.39488659602234,500
1403,-224.97208586519048,-37.49534764419841,500
1404,-238.82174032759136,-39.80362338793189,500
1405,-232.18033573525224,-38.69672262254204,500
1406,-221.36228652822706,-36.89371442137118,500
1407,-209.9566856211529,-34.992780936858814,500
1408,-222.5426292167742,-37.0904382027957,500
1409,-198.52999838790538,-33.0883330646509,500
1410,-248.27444920833906,-41.37907486805651,500
1411,-199.3737718809457,-33.228961980157614,500
1412,-197.07176356802472,-32.84529392800412,500
1413,-211.47953151263496,-35.24658858543916,500
1414,-199.08892488669954,-33.18148748111659,500
1415,-241.29414241084726,-40.215690401807876,500
1416,-201.32023869786605,-33.55337311631101,500
1417,-201.01378670738717,-33.502297784564526,500
1418,-126.65341789247046,-21.10890298207841,500
1419,-212.86856830280703,-35.4780947171345,500
1420,-218.0166821644357,-36.336113694072615,500
1421,-175.58710328927745,-29.264517214879575,500
1422,-233.13749735296952,-38.85624955882825,500
1423,-206.60737064742207,-34.43456177457035,500
1424,-209.56047845024582,-34.926746408374306,500
1425,-221.9193221211487,-36.986553686858116,500
1426,-188.9096530553634,-31.484942175893902,500
1427,-199.4785268029979,-33.24642113383298,500
1428,-248.74045462338597,-41.45674243723099,500
1429,-194.55818912137397,-32.426364853562326,500
1430,-219.64186624018694,-36.606977706697826,500
1431,-219.00957402626028,-36.50159567104338,500
1432,-200.69750497291807,-33.44958416215301,500
1433,-191.43180944324175,-31.905301573873626,500
1434,-219.5863369105419,-36.59772281842365,500
1435,-183.29162240987773,-30.548603734979622,500
1436,-190.94390314273545,-31.823983857122574,500
1437,-213.25540080526972,-35.542566800878284,500
1438,-201.5463354560688,-33.591055909344796,500
1439,-253.48480461497186,-42.247467435828646,500
1440,-240.60273834027583,-40.10045639004597,500
1441,-196.21354822130525,-32.70225803688421,500
1442,-203.15442188155404,-33.85907031359234,500
1443,-188.19904746266903,-31.366507910444838,500
1444,-225.23387112053666,-37.538978520089444,500
1445,-227.05134324637794,-37.84189054106299,500
1446,-180.77487836402034,-30.12914639400339,500
1447,-237.45007309914538,-39.5750121831909,500
1448,-235.46911714172035,-39.24485285695339,500
1449,-188.50745864307294,-31.41790977384549,500
1450,-230.78800814348347,-38.46466802391391,500
1451,-195.78485282161782,-32.63080880360297,500
1452,-217.64883949930743,-36.2748065832179,500
1453,-210.81926796025135,-35.13654466004189,500
1454,-184.16070006635596,-30.693450011059326,500
1455,-220.64722468104574,-36.77453744684096,500
1456,-187.9511616683051,-31.325193611384183,500
1457,-176.51599832817203,-29.41933305469534,500
1458,-193.83962420931667,-32.306604034886114,500
1459,-209.00493904228554,-34.83415650704759,500
1460,-224.5726356073111,-37.42877260121852,500
1461,-197.0350839358768,-32.83918065597947,500
1462,-201.67150274165496,-33.61191712360916,500
1463,-231.43802322976956,-38.57300387162826,500
1464,-218.49762520155411,-36.416270866925686,500
1465,-176.81720257200467,-29.46953376200078,500
1466,330.3070491958806,55.0511748659801,500
1467,-220.21706320366889,-36.70284386727815,500
1468,-175.73375960266623,-29.288959933777704,500
1469,-176.11350810234063,-29.352251350390105,500
1470,-218.16136527134398,-36.360227545224,500
1471,-218.92958289395906,-36.48826381565984,500
1472,-224.74623108973378,-37.457705181622295,500
1473,-193.634864961734,-32.27247749362233,500
1474,-172.99209193119674,-28.832015321866123,500
1475,-200.2236698107182,-33.3706116351197,500
1476,-178.9776657621481,-29.829610960358014,500
1477,-195.11821700312322,-32.51970283385387,500
1478,-189.35579674297225,-31.55929945716204,500
1479,-216.7366244309684,-36.12277073849473,500
1480,-189.06572637376607,-31.510954395627678,500
1481,-227.93786831773252,-37.989644719622085,500
1482,-209.6980823698969,-34.94968039498281,500
1483,-211.83128833866792,-35.30521472311132,500
1484,-213.29276345198556,-35.54879390866426,500
1485,-225.0115914480055,-37.50193190800092,500
1486,-197.5733227448363,-32.928887124139386,500
1487,-203.8802492761782,-33.9800415460297,500
1488,-229.49331358770547,-38.24888559795091,500
1489,-227.27224121355744,-37.87870686892624,500
1490,-168.21227680076993,-28.03537946679499,500
1491,-208.31072045123278,-34.7184534085388,500
1492,-214.3942768225014,-35.7323794704169,500
1493,-199.90618502080943,-33.31769750346824,500
1494,-213.98363704096363,-35.66393950682727,500
1495,-219.97385943345026,-36.66230990557504,500
1496,-208.45388956120894,-34.742314926868154,500
1497,-212.6843110065628,-35.447385167760466,500
1498,-174.22958676681552,-29.03826446113592,500
1499,-190.22111099261252,-31.703518498768755,500
1500,-180.35919791893667,-30.059866319822778,500
1501,-178.2674726479284,-29.7112454413214,500
1502,-213.8369069567206,-35.63948449278677,500
1503,-153.06860102507906,-25.511433504179845,500
1504,-193.30776404472067,-32.217960674120114,500
1505,-212.3288452610804,-35.388140876846734,500
1506,-160.47286263013882,-26.745477105023138,500
1507,-208.8035171934972,-34.8005861989162,500
1508,-184.5972891078871,-30.766214851314515,500
1509,-234.38584155295416,-39.06430692549236,500
1510,-206.9969721886293,-34.49949536477155,500
1511,-191.17015708809004,-31.861692848015007,500
1512,-210.8439563804266,-35.14065939673777,500
1513,-177.11010913044828,-29.51835152174138,500
1514,-215.88489157771323,-35.980815262952206,500
1515,-179.2943278324501,-29.88238797207502,500
1516,-242.0459882594096,-40.34099804323493,500
1517,-184.8049140641142,-30.8008190106857,500
1518,-208.2146931213626,-34.70244885356043,500
1519,-187.3882157103942,-31.2313692850657,500
1520,-179.99940763257487,-29.999901272095812,500
1521,-229.5987735640963,-38.266462260682715,500
1522,-197.38468102701216,-32.89744683783536,500
1523,-228.44275298809725,-38.07379216468288,500
1524,-195.1861037036673,-32.53101728394455,500
1525,-235.50335892345805,-39.25055982057634,500
1526,-206.9300211660368,-34.48833686100613,500
1527,-198.98406274703459,-33.1640104578391,500
1528,-221.9847417172709,-36.99745695287849,500
1529,-211.71781738514062,-35.286302897523434,500
1530,-212.00386560729385,-35.33397760121564,500
1531,-235.40394386408792,-39.23399064401465,500
1532,-211.3698364510339,-35.22830607517232,500
1533,-207.58901183478588,-34.59816863913098,500
1534,-175.64525197155922,-29.274208661926536,500
1535,-198.89697638932557,-33.14949606488759,500
1536,-203.13035014974656,-33.855058358291096,500
1537,-176.58182872382037,-29.430304787303395,500
1538,-225.13574721862472,-37.522624536437455,500
1539,-234.51387806280087,-39.08564634380014,500
1540,-195.2559826971626,-32.54266378286044,500
1541,-180.6162133762278,-30.1027022293713,500
1542,-208.87327864903705,-34.81221310817284,500
1543,-195.87331416718558,-32.645552361197595,500
1544,-194.5337414460237,-32.42229024100395,500
1545,-210.15976119818322,-35.02662686636387,500
1546,-199.7989272357166,-33.29982120595277,500
1547,-198.03651110462124,-33.00608518410354,500
1548,-192.14790651184248,-32.02465108530708,500
1549,-170.31021238662606,-28.38503539777101,500
1550,-211.00251207717034,-35.16708534619506,500
1551,-195.6680759364164,-32.61134598940273,500
1552,-174.4964751083446,-29.08274585139077,500
1553,-217.5223100376502,-36.25371833960836,500
1554,-195.61901048417462,-32.603168414029106,500
1555,-215.22215544641938,-35.8703592410699,500
1556,-246.02636298808662,-41.00439383134777,500
1557,-183.47877424726568,-30.57979570787761,500
1558,-198.03248930066314,-33.005414883443855,500
1559,-228.46662151532348,-38.07777025255391,500
1560,-211.46146607528277,-35.24357767921379,500
1561,-191.20202495003565,-31.867004158339274,500
1562,-232.25540756459625,-38.70923459409938,500
1563,-191.18564535041,-31.864274225068332,500
1564,-186.57140580428833,-31.095234300714722,500
1565,-181.50327549094533,-30.250545915157556,500
1566,-201.29055457357637,-33.54842576226273,500
1567,-204.5486270437059,-34.09143784061765,500
1568,-219.55122792112957,-36.59187132018826,500
1569,-203.68653764463866,-33.947756274106446,500
1570,-193.61582052903984,-32.26930342150664,500
1571,-218.0419351195605,-36.34032251992675,500
1572,-217.8723036355158,-36.3120506059193,500
1573,-201.17493772417765,-33.529156287362945,500
1574,-219.77324966741256,-36.62887494456876,500
1575,-180.4878664324906,-30.081311072081764,500
1576,-214.14601018713805,-35.69100169785634,500
1577,-186.0179720879948,-31.002995347999132,500
1578,-188.71365007335532,-31.452275012225886,500
1579,-199.77115985835871,-33.29519330972645,500
1580,-202.81015227325446,-33.80169204554241,500
1581,-270.78793035505805,-45.13132172584301,500
1582,-213.39359599612578,-35.56559933268763,500
1583,-186.1539350114754,-31.0256558352459,500
1584,-210.1926318123336,-35.0321053020556,500
1585,-228.16751090296458,-38.02791848382743,500
1586,-220.41492820880603,-36.73582136813434,500
1587,-211.93719064476164,-35.322865107460274,500
1588,-172.66924605920372,-28.778207676533953,500
1589,-168.68622322672059,-28.114370537786765,500
1590,-190.26419578721791,-31.710699297869652,500
1591,-219.09056431081638,-36.51509405180273,500
1592,-219.5910026643237,-36.59850044405395,500
1593,-196.73979817638036,-32.78996636273006,500
1594,-180.31082174253876,-30.05180362375646,500
1595,-145.83602692712864,-24.306004487854775,500
1596,-198.66063209693544,-33.11010534948924,500
1597,-196.7816342269772,-32.79693903782953,500
1598,-201.9824529697242,-33.663742161620696,500
1599,-26.68724332670329,-4.4478738877838815,500
1600,-204.57451123807337,-34.095751873012226,500
1601,-203.83940477178663,-33.973234128631105,500
1602,-202.50618181838382,-33.75103030306397,500
1603,-175.96174687600742,-29.326957812667903,500
1604,-201.9508385221473,-33.658473087024554,500
1605,-207.03491334273042,-34.50581889045507,500
1606,-195.7150010415324,-32.619166840255396,500
1607,-190.14393232512285,-31.690655387520476,500
1608,-221.317939487699,-36.88632324794983,500
1609,-220.005226648595,-36.66753777476583,500
1610,-229.64981816174412,-38.27496969362402,500
1611,-199.5711601586712,-33.2618600264452,500
1612,-231.42203147452037,-38.57033857908673,500
1613,-238.73086237412002,-39.78847706235334,500
1614,-206.65092965352457,-34.44182160892076,500
1615,-213.54310818460493,-35.59051803076749,500
1616,-182.98898103978343,-30.498163506630572,500
1617,-192.0895359720111,-32.01492266200185,500
1618,-218.18170599118446,-36.36361766519741,500
1619,-231.5636417660053,-38.59394029433422,500
1620,-212.54648358043835,-35.42441393007306,500
1621,-198.61968392855567,-33.10328065475928,500
1622,-207.2752599276522,-34.5458766546087,500
1623,-204.76871111781196,-34.12811851963533,500
1624,-210.7169541319422,-35.1194923553237,500
1625,-227.27798089370543,-37.879663482284236,500
1626,-210.54460035692995,-35.09076672615499,500
1627,-230.0788230547542,-38.3464705091257,500
1628,-199.04432387693856,-33.17405397948976,500
1629,-201.24654637307523,-33.541091062179206,500
1630,-195.17183407151722,-32.52863901191954,500
1631,-251.71571286099882,-41.95261881016647,500
1632,-211.4618787769732,-35.24364646282887,500
1633,-173.2930046809141,-28.882167446819015,500
1634,-173.6489431084936,-28.941490518082265,500
1635,-184.37217611409577,-30.72869601901596,500
1636,-197.29745765343685,-32.88290960890614,500
1637,-189.77619513818726,-31.629365856364544,500
1638,-207.61781574153076,-34.602969290255125,500
1639,-200.3469565264383,-33.39115942107305,500
1640,-203.0638297623033,-33.84397162705055,500
1641,-186.2163121736371,-31.03605202893952,500
1642,-177.46392456948027,-29.577320761580044,500
1643,-227.22998761726126,-37.871664602876876,500
1644,-203.18615441052,-33.86435906842,500
1645,-202.12536400651982,-33.6875606677533,500
1646,-186.89536210485562,-31.149227017475937,500
1647,-220.13645100466118,-36.689408500776864,500
1648,-180.6884257185597,-30.11473761975995,500
1649,-214.89881875971082,-35.81646979328514,500
1650,-198.29484986505517,-33.04914164417586,500
1651,-198.14593190162037,-33.02432198360339,500
1652,-213.45514567159012,-35.57585761193169,500
1653,-182.48010455901655,-30.413350759836092,500
1654,-216.7393216787132,-36.123220279785535,500
1655,-189.37506934088677,-31.56251155681446,500
1656,-254.01513544004032,-42.33585590667339,500
1657,-219.71630722079775,-36.61938453679962,500
1658,-164.78708763921654,-27.46451460653609,500
1659,-223.76838303834776,-37.294730506391296,500
1660,-169.3607741604335,-28.22679569340558,500
1661,-187.32013631099608,-31.220022718499347,500
1662,-211.49182070741477,-35.24863678456913,500
1663,-175.97212309457427,-29.328687182429046,500
1664,-193.1826759546676,-32.19711265911126,500
1665,-207.68539030132558,-34.614231716887595,500
1666,-215.38925723836533,-35.89820953972755,500
1667,-207.97759936087672,-34.66293322681279,500
1668,-211.22091697710738,-35.20348616285123,500
1669,-171.12655411064515,-28.52109235177419,500
1670,-195.34288723235514,-32.55714787205919,500
1671,-198.0308106469493,-33.005135107824884,500
1672,-192.32773314765134,-32.05462219127522,500
1673,-196.00344429931408,-32.66724071655235,500
1674,-193.04887468867784,-32.174812448112974,500
1675,-234.80591559499146,-39.13431926583191,500
1676,-229.02484722520603,-38.17080787086767,500
1677,-163.96413050516418,-27.32735508419403,500
1678,-214.0611087424197,-35.67685145706995,500
1679,-199.68783183480855,-33.281305305801425,500
1680,-239.24878170018994,-39.87479695003166,500
1681,-199.42630284184207,-33.23771714030701,500
1682,-192.505986678763,-32.08433111312717,500
1683,-221.87494384085133,-36.97915730680855,500
1684,-192.34478125601245,-32.05746354266874,500
1685,-197.9975960023357,-32.99959933372262,500
1686,-210.65670681279158,-35.109451135465264,500
1687,-190.13724096070237,-31.689540160117062,500
1688,-200.92677369706024,-33.487795616176705,500
1689,-200.26084405972878,-33.37680734328813,500
1690,-234.7411698882754,-39.123528314712566,500
1691,-194.00400665808132,-32.33400110968022,500
1692,-244.06656295361003,-40.67776049226834,500
1693,-185.55523405635526,-30.925872342725878,500
1694,-187.84290305972763,-31.307150509954607,500
1695,-216.25243547110887,-36.042072578518145,500
1696,-199.95508562625753,-33.32584760437626,500
1697,-219.5625858500356,-36.59376430833927,500
1698,-218.40138327502555,-36.400230545837594,500
1699,-191.24890481105476,-31.874817468509125,500
1700,-210.9687069712099,-35.16145116186832,500
1701,-190.98097564534515,-31.830162607557526,500
1702,-220.58890389420924,-36.76481731570154,500
1703,-188.27295465081693,-31.378825775136153,500
1704,-183.8727245866364,-30.64545409777273,500
1705,-218.5479330405437,-36.42465550675728,500
1706,-207.38263359961732,-34.56377226660289,500
1707,-186.2583187121906,-31.043053118698435,500
1708,-168.27735151757267,-28.046225252928778,500
1709,-210.89309175541584,-35.14884862590264,500
1710,-189.33600390873417,-31.556000651455694,500
1711,-205.0073653824685,-34.16789423041141,500
1712,-217.19769319395505,-36.19961553232584,500
1713,-175.78120320949182,-29.29686720158197,500
1714,-218.2645302015331,-36.37742170025552,500
1715,-244.2545683199947,-40.709094719999115,500
1716,-53.292814547016796,-8.882135757836133,500
1717,-188.38477414585975,-31.397462357643292,500
1718,-192.5398039142872,-32.089967319047865,500
1719,-229.10209091659192,-38.18368181943199,500
1720,-236.99387222536632,-39.49897870422772,500
1721,-189.9172393133066,-31.652873218884434,500
1722,101.71834153201975,16.95305692200329,500
1723,-241.81932335713023,-40.303220559521705,500
1724,-228.92041594342925,-38.15340265723821,500
1725,-192.24963480054842,-32.0416058000914,500
1726,-191.8829322266144,-31.980488704435732,500
1727,-217.70733756693215,-36.28455626115536,500
1728,-212.46930861559093,-35.41155143593182,500
1729,-198.74475969688743,-33.124126616147905,500
1730,-208.79078215589664,-34.79846369264944,500
1731,-179.09046550489057,-29.84841091748176,500
1732,-214.87132622818103,-35.81188770469684,500
1733,-193.13075846347263,-32.188459743912105,500
1734,-188.5110692901954,-31.4185115483659,500
1735,-194.0971181322287,-32.34951968870478,500
1736,-206.62269551590336,-34.43711591931723,500
1737,-181.4813936383284,-30.2468989397214,500
1738,-213.01613107180526,-35.50268851196754,500
1739,-219.57774116135022,-36.59629019355837,500
1740,-189.54952775930843,-31.591587959884738,500
1741,-212.77021317117718,-35.461702195196196,500
1742,-201.87306719910603,-33.64551119985101,500
1743,-190.8571327065335,-31.80952211775558,500
1744,-176.20459891938688,-29.367433153231147,500
1745,-252.90583920391913,-42.15097320065319,500
1746,-164.84883494992138,-27.4748058249869,500
1747,-181.43185787618194,-30.238642979363657,500
1748,-191.91093465498795,-31.985155775831327,500
1749,-205.3003131001068,-34.2167188500178,500
1750,-195.9600481812683,-32.66000803021138,500
1751,-202.8173715507824,-33.802895258463735,500
1752,-174.6799895108985,-29.11333158514975,500
1753,-198.59336379263962,-33.098893965439935,500
1754,-229.54079171465452,-38.256798619109084,500
1755,-203.22905033258002,-33.87150838876334,500
1756,-225.77289354445756,-37.628815590742924,500
1757,-240.2307516041214,-40.0384586006869,500
1758,-236.04542800700094,-39.34090466783349,500
1759,-239.80942293692476,-39.968237156154125,500
1760,-203.48221460548532,-33.913702434247554,500
1761,-226.8420147799073,-37.80700246331788,500
1762,-218.85466597634624,-36.475777662724376,500
1763,-249.18865719926904,-41.53144286654484,500
1764,-190.0437129585286,-31.673952159754766,500
1765,-175.90961936324746,-29.318269893874575,500
1766,-122.74156964489757,-20.456928274149593,500
1767,-226.32544708954157,-37.72090784825693,500
1768,-170.16495127329785,-28.36082521221631,500
1769,-196.73630705224025,-32.78938450870671,500
1770,-224.82036662727916,-37.470061104546524,500
1771,-195.04199139448528,-32.506998565747544,500
1772,-183.55053675318317,-30.591756125530527,500
1773,-180.3311277413234,-30.055187956887234,500
1774,-203.66613912108195,-33.94435652018033,500
1775,-205.38803731995012,-34.23133955332502,500
1776,-194.6273910825871,-32.437898513764516,500
1777,-201.22822376653158,-33.53803729442193,500
1778,-165.25518870176154,-27.54253145029359,500
1779,-221.11936883478222,-36.85322813913037,500
1780,-222.3624716110397,-37.060411935173285,500
1781,-246.7791944504267,-41.12986574173778,500
1782,-192.84875650001902,-32.14145941666984,500
1783,-217.51666384819987,-36.25277730803331,500
1784,-203.12081757668795,-33.85346959611466,500
1785,-212.43093120677344,-35.405155201128906,500
1786,-202.74213893632518,-33.79035648938753,500
1787,-208.62776763612243,-34.771294606020405,500
1788,-195.08828473871807,-32.51471412311968,500
1789,-165.5083861136372,-27.584731018939532,500
1790,-224.89827767922645,-37.483046279871076,500
1791,-194.42164684504803,-32.403607807508,500
1792,-217.4024554319684,-36.23374257199473,500
1793,-185.86277504505253,-30.97712917417542,500
1794,-219.6387694489755,-36.60646157482925,500
1795,-184.89516587977297,-30.815860979962164,500
1796,-239.3629151665216,-39.89381919442027,500
1797,-215.01217879230398,-35.83536313205067,500
1798,-196.92264446467033,-32.82044074411172,500
1799,-198.96582941743708,-33.160971569572844,500
1800,-184.6772010222044,-30.779533503700733,500
1801,-221.37151160379852,-36.89525193396642,500
1802,-189.64750530865794,-31.60791755144299,500
1803,-214.77419830028495,-35.79569971671416,500
1804,-184.4307421123851,-30.738457018730852,500
1805,-187.1951873795632,-31.19919789659387,500
1806,-205.34432029304512,-34.22405338217418,500
1807,-236.50176842310995,-39.41696140385166,500
1808,-231.22435275068932,-38.537392125114884,500
1809,-185.71702798664205,-30.952837997773674,500
1810,-194.08433637313755,-32.347389395522924,500
1811,-157.0105471822426,-26.168424530373766,500
1812,-189.85294785882382,-31.64215797647064,500
1813,-225.9053084573983,-37.65088474289971,500
1814,-204.9844034431288,-34.16406724052147,500
1815,-202.21749329229164,-33.702915548715275,500
1816,-189.97997401643323,-31.663329002738873,500
1817,-202.43512160942433,-33.739186934904055,500
1818,-185.75427539884092,-30.95904589980682,500
1819,-207.18507032242135,-34.53084505373689,500
1820,-202.22862268870495,-33.70477044811749,500
1821,-232.32181198433005,-38.72030199738834,500
1822,-198.74200722653052,-33.12366787108842,500
1823,-206.98823125060358,-34.498038541767265,500
1824,-200.6490296103807,-33.44150493506345,500
1825,-207.76569610599535,-34.62761601766589,500
1826,-206.2346863848017,-34.37244773080028,500
1827,-197.81602772029052,-32.96933795338175,500
1828,-197.2669637340024,-32.8778272890004,500
1829,-190.15252083218328,-31.692086805363882,500
1830,-236.54698813264594,-39.424498022107656,500
1831,-212.45505368810825,-35.409175614684706,500
1832,-224.3516462422458,-37.3919410403743,500
1833,-199.1598406941904,-33.19330678236506,500
1834,-156.87101080610904,-26.14516846768484,500
1835,-205.20402521853367,-34.20067086975561,500
1836,-192.9092886066841,-32.15154810111402,500
1837,-223.30529159431987,-37.21754859905331,500
1838,-211.08724592605535,-35.18120765434256,500
1839,-183.19429565643827,-30.53238260940638,500
1840,-200.670144646198,-33.445024107699666,500
1841,-208.26554175921987,-34.71092362653665,500
1842,-121.34937286569792,-20.224895477616318,500
1843,-215.16065954949863,-35.860109924916436,500
1844,-212.37930963893047,-35.39655160648841,500
1845,-166.96947401350656,-27.82824566891776,500
1846,-198.2152790267781,-33.03587983779635,500
1847,-219.31571875788165,-36.55261979298027,500
1848,-211.1796892859876,-35.196614880997934,500
1849,-181.9268903772989,-30.321148396216483,500
1850,-219.71917259968208,-36.619862099947014,500
1851,-206.100785803698,-34.350130967283,500
1852,-187.62957833867011,-31.271596389778352,500
1853,-220.24422318082696,-36.70737053013783,500
1854,-223.56367081261115,-37.260611802101856,500
1855,-219.06610669162905,-36.51101778193817,500
1856,-198.13804494244462,-33.02300749040744,500
1857,-210.2564791592397,-35.04274652653995,500
1858,-256.4933834718833,-42.748897245313884,500
1859,-193.1250995719159,-32.187516595319316,500
1860,-217.10770234888045,-36.18461705814674,500
1861,-210.884788364601,-35.1474647274335,500
1862,-190.66868624736796,-31.778114374561326,500
1863,-224.15296504270066,-37.35882750711678,500
1864,-210.10820794563313,-35.01803465760552,500
